Invoice Number,Field_1,Vendor,Pin code,Field_2,Invoice Date,Field_3,Tax(18%),Field_4,Total Price,Field_5,Total Amount,Field_6,Sum,Field_7,SUMIF
INV-92147,,Vendor,18229,,25-Apr-24,,15855,,72227,,88082,,88082,,
INV-74276,,Vendor,95386,,13-Apr-24,,17639,,80356,,97995,,97995,,
INV-99287,,Vendor,83981,,3-May-24,,10587,,48230,,58818,,58818,,
INV-37774,,Vendor,36410,,13-Apr-24,,12391,,56450,,68841,,68841,,
INV-59790,,Vendor,48715,,5-May-24,,4196,,19117,,23313,,23313,,
INV-40869,,Vendor,87106,,17-Apr-24,,10492,,47798,,58290,,58290,,
INV-36113,,Vendor,11768,,26-Apr-24,,1412,,6432,,7844,,7844,,
INV-57040,,Vendor,78380,,8-Apr-24,,11460,,52206,,63666,,63666,,
INV-83024,,Vendor,49615,,14-Apr-24,,11479,,52292,,63771,,63771,,
INV-24201,,Vendor,96428,,25-Apr-24,,1161,,5288,,6449,,6449,,
INV-71076,,Vendor,44146,,13-Apr-24,,3138,,14297,,17435,,17435,,
INV-95882,,Vendor,40788,,15-Apr-24,,1423,,6484,,7907,,7907,,
INV-49920,,Vendor,88922,,20-Apr-24,,12838,,58486,,71325,,71325,,
INV-68686,,Vendor,25523,,6-May-24,,15535,,70772,,86307,,86307,,
INV-76998,,Vendor,66637,,6-May-24,,5587,,25452,,31039,,31039,,
INV-75475,,Vendor,50796,,26-Apr-24,,9618,,43815,,53433,,53433,,
INV-22206,,Vendor,76090,,18-Apr-24,,15928,,72562,,88490,,88490,,
INV-52781,,Vendor,66749,,12-Apr-24,,17477,,79619,,97096,,97096,,
INV-77875,,Vendor,19770,,5-May-24,,8558,,38984,,47542,,47542,,
INV-34091,,Vendor,89550,,18-Apr-24,,8006,,36474,,44480,,44480,,
INV-79245,,Vendor,87772,,30-Apr-24,,15825,,72091,,87916,,87916,,
INV-74975,,Vendor,26353,,3-May-24,,13134,,59831,,72965,,72965,,
INV-73125,,Vendor,19045,,1-May-24,,11291,,51437,,62728,,62728,,
INV-36019,,Vendor,71495,,26-Apr-24,,2555,,11639,,14194,,14194,,
INV-66205,,Vendor,68612,,25-Apr-24,,10995,,50089,,61084,,61084,,
INV-50991,,Vendor,39683,,5-May-24,,2195,,10001,,12196,,12196,,
INV-88245,,Vendor,21977,,21-Apr-24,,7964,,36281,,44245,,44245,,
INV-66466,,Vendor,85945,,5-May-24,,13309,,60630,,73940,,73940,,
INV-95544,,Vendor,64086,,22-Apr-24,,1236,,5629,,6864,,6864,,
INV-41420,,Vendor,36646,,5-May-24,,3796,,17294,,21091,,21091,,
INV-89426,,Vendor,12487,,15-Apr-24,,2289,,10427,,12715,,12715,,
INV-42071,,Vendor,93510,,23-Apr-24,,6016,,27405,,33421,,33421,,
INV-37030,,Vendor,15031,,19-Apr-24,,12616,,57473,,70089,,70089,,
INV-75032,,Vendor,83569,,24-Apr-24,,16080,,73251,,89331,,89331,,
INV-17425,,Vendor,62160,,22-Apr-24,,11396,,51917,,63313,,63313,,
INV-26089,,Vendor,82354,,21-Apr-24,,15543,,70805,,86348,,86348,,
INV-35263,,Vendor,48670,,18-Apr-24,,4823,,21973,,26796,,26796,,
INV-68838,,Vendor,98034,,11-Apr-24,,6475,,29497,,35972,,35972,,
INV-78817,,Vendor,77981,,28-Apr-24,,9887,,45042,,54930,,54930,,
INV-59181,,Vendor,63366,,30-Apr-24,,6340,,28880,,35220,,35220,,
INV-37321,,Vendor,82889,,2-May-24,,4420,,20135,,24555,,24555,,
INV-12403,,Vendor,68629,,1-May-24,,811,,3697,,4508,,4508,,
INV-70854,,Vendor,44500,,27-Apr-24,,15173,,69123,,84297,,84297,,
INV-42164,,Vendor,29850,,18-Apr-24,,456,,2076,,2531,,2531,,
INV-15675,,Vendor,97039,,2-May-24,,17943,,81742,,99685,,99685,,
INV-25626,,Vendor,19621,,8-Apr-24,,2528,,11516,,14044,,14044,,
INV-31523,,Vendor,42122,,8-Apr-24,,9490,,43233,,52723,,52723,,
INV-97825,,Vendor,86648,,5-May-24,,9879,,45002,,54881,,54881,,
INV-87942,,Vendor,21369,,17-Apr-24,,3647,,16613,,20260,,20260,,
INV-39774,,Vendor,55927,,25-Apr-24,,16238,,73971,,90209,,90209,,
INV-78816,,Vendor,27879,,29-Apr-24,,10113,,46068,,56181,,56181,,
INV-33149,,Vendor,23278,,7-Apr-24,,11660,,53118,,64778,,64778,,
INV-46954,,Vendor,64389,,5-May-24,,12922,,58867,,71789,,71789,,
INV-81481,,Vendor,50436,,9-Apr-24,,1363,,6209,,7572,,7572,,
INV-64408,,Vendor,61935,,23-Apr-24,,12804,,58328,,71132,,71132,,
INV-93618,,Vendor,81670,,24-Apr-24,,627,,2856,,3483,,3483,,
INV-46470,,Vendor,80722,,28-Apr-24,,15566,,70910,,86475,,86475,,
INV-70591,,Vendor,48327,,27-Apr-24,,12013,,54724,,66737,,66737,,
INV-38431,,Vendor,92015,,29-Apr-24,,522,,2378,,2900,,2900,,
INV-33154,,Vendor,16216,,28-Apr-24,,7293,,33226,,40519,,40519,,
INV-73181,,Vendor,51004,,15-Apr-24,,5605,,25534,,31140,,31140,,
INV-28912,,Vendor,25591,,4-May-24,,4183,,19057,,23240,,23240,,
INV-55389,,Vendor,22122,,16-Apr-24,,17180,,78265,,95445,,95445,,
INV-63889,,Vendor,82506,,14-Apr-24,,17367,,79118,,96485,,96485,,
INV-70893,,Vendor,58994,,11-Apr-24,,15490,,70565,,86054,,86054,,
INV-75215,,Vendor,74474,,29-Apr-24,,525,,2392,,2917,,2917,,
INV-77544,,Vendor,71097,,22-Apr-24,,8418,,38349,,46767,,46767,,
INV-10948,,Vendor,24109,,6-May-24,,2905,,13232,,16137,,16137,,
INV-81562,,Vendor,53542,,29-Apr-24,,5693,,25935,,31628,,31628,,
INV-93862,,Vendor,44914,,10-Apr-24,,12424,,56597,,69021,,69021,,
INV-75927,,Vendor,67454,,24-Apr-24,,17632,,80325,,97958,,97958,,
INV-32458,,Vendor,58619,,12-Apr-24,,1206,,5492,,6697,,6697,,
INV-20175,,Vendor,29750,,6-May-24,,11610,,52889,,64498,,64498,,
INV-51649,,Vendor,45323,,24-Apr-24,,11237,,51189,,62425,,62425,,
INV-21388,,Vendor,23160,,6-May-24,,1312,,5978,,7290,,7290,,
INV-20019,,Vendor,94549,,6-May-24,,6192,,28207,,34399,,34399,,
INV-13436,,Vendor,38849,,7-Apr-24,,2151,,9801,,11952,,11952,,
INV-34354,,Vendor,10727,,24-Apr-24,,11556,,52646,,64202,,64202,,
INV-86030,,Vendor,75999,,10-Apr-24,,3854,,17558,,21412,,21412,,
INV-23195,,Vendor,80481,,27-Apr-24,,6927,,31557,,38484,,38484,,
INV-25220,,Vendor,38855,,29-Apr-24,,6821,,31072,,37893,,37893,,
INV-11422,,Vendor,78967,,28-Apr-24,,5390,,24554,,29944,,29944,,
INV-58458,,Vendor,56478,,19-Apr-24,,9279,,42273,,51552,,51552,,
INV-80983,,Vendor,11038,,27-Apr-24,,2973,,13542,,16514,,16514,,
INV-69479,,Vendor,48993,,12-Apr-24,,8990,,40952,,49942,,49942,,
INV-10315,,Vendor,75084,,20-Apr-24,,9292,,42330,,51623,,51623,,
INV-40102,,Vendor,62470,,29-Apr-24,,16118,,73427,,89545,,89545,,
INV-37973,,Vendor,57230,,21-Apr-24,,6698,,30511,,37209,,37209,,
INV-35101,,Vendor,62801,,20-Apr-24,,1208,,5503,,6711,,6711,,
INV-89700,,Vendor,94647,,2-May-24,,4148,,18895,,23043,,23043,,
INV-97748,,Vendor,19623,,18-Apr-24,,7240,,32982,,40222,,40222,,
INV-85311,,Vendor,79989,,12-Apr-24,,7108,,32379,,39486,,39486,,
INV-85417,,Vendor,16721,,4-May-24,,12665,,57697,,70363,,70363,,
INV-43911,,Vendor,47856,,1-May-24,,13288,,60533,,73821,,73821,,
INV-92761,,Vendor,87140,,14-Apr-24,,14959,,68146,,83105,,83105,,
INV-92865,,Vendor,25019,,30-Apr-24,,3167,,14425,,17592,,17592,,
INV-45621,,Vendor,27322,,18-Apr-24,,14483,,65979,,80462,,80462,,
INV-46181,,Vendor,62314,,7-Apr-24,,5917,,26954,,32870,,32870,,
INV-90170,,Vendor,66536,,15-Apr-24,,2808,,12791,,15599,,15599,,
INV-56363,,Vendor,21473,,18-Apr-24,,5720,,26058,,31778,,31778,,
INV-76369,,Vendor,10295,,13-Apr-24,,11663,,53132,,64796,,64796,,
INV-19369,,Vendor,54357,,16-Apr-24,,12385,,56422,,68807,,68807,,
INV-40446,,Vendor,20393,,29-Apr-24,,15279,,69603,,84881,,84881,,
INV-35034,,Vendor,91265,,24-Apr-24,,6010,,27378,,33387,,33387,,
INV-35749,,Vendor,20105,,6-May-24,,7888,,35936,,43825,,43825,,
INV-38558,,Vendor,23682,,6-May-24,,5529,,25186,,30714,,30714,,
INV-52228,,Vendor,23195,,1-May-24,,11116,,50638,,61754,,61754,,
INV-55290,,Vendor,89979,,11-Apr-24,,8007,,36476,,44483,,44483,,
INV-38883,,Vendor,18317,,8-Apr-24,,11055,,50363,,61419,,61419,,
INV-31602,,Vendor,78350,,8-Apr-24,,1849,,8425,,10274,,10274,,
INV-58550,,Vendor,35667,,30-Apr-24,,3663,,16686,,20349,,20349,,
INV-45238,,Vendor,89453,,22-Apr-24,,12364,,56325,,68689,,68689,,
INV-40185,,Vendor,51879,,9-Apr-24,,13602,,61964,,75565,,75565,,
INV-79304,,Vendor,82282,,18-Apr-24,,6355,,28951,,35306,,35306,,
INV-89019,,Vendor,11306,,21-Apr-24,,2884,,13139,,16024,,16024,,
INV-96724,,Vendor,55706,,16-Apr-24,,13559,,61767,,75325,,75325,,
INV-87433,,Vendor,37319,,8-Apr-24,,13165,,59975,,73140,,73140,,
INV-22100,,Vendor,97945,,14-Apr-24,,27,,124,,151,,151,,
INV-67778,,Vendor,77091,,5-May-24,,15341,,69889,,85230,,85230,,
INV-29209,,Vendor,59361,,13-Apr-24,,6051,,27564,,33615,,33615,,
INV-70966,,Vendor,88753,,8-Apr-24,,12859,,58579,,71438,,71438,,
INV-79090,,Vendor,97515,,14-Apr-24,,14240,,64873,,79113,,79113,,
INV-89272,,Vendor,59822,,12-Apr-24,,15118,,68872,,83991,,83991,,
INV-85454,,Vendor,58049,,15-Apr-24,,7756,,35332,,43088,,43088,,
INV-31117,,Vendor,27160,,19-Apr-24,,8017,,36524,,44542,,44542,,
INV-98245,,Vendor,32655,,26-Apr-24,,12836,,58477,,71313,,71313,,
INV-76049,,Vendor,79063,,6-May-24,,8812,,40143,,48954,,48954,,
INV-55572,,Vendor,99700,,30-Apr-24,,4571,,20822,,25393,,25393,,
INV-83943,,Vendor,71473,,19-Apr-24,,16415,,74779,,91193,,91193,,
INV-91658,,Vendor,25200,,7-Apr-24,,3086,,14060,,17147,,17147,,
INV-95746,,Vendor,49040,,9-Apr-24,,10262,,46747,,57009,,57009,,
INV-32008,,Vendor,81378,,26-Apr-24,,9676,,44082,,53758,,53758,,
INV-89112,,Vendor,45342,,8-Apr-24,,14258,,64953,,79211,,79211,,
INV-62721,,Vendor,37747,,27-Apr-24,,16823,,76638,,93461,,93461,,
INV-37630,,Vendor,80561,,12-Apr-24,,7556,,34423,,41979,,41979,,
INV-57022,,Vendor,73516,,2-May-24,,16958,,77253,,94212,,94212,,
INV-40158,,Vendor,94360,,25-Apr-24,,17342,,79001,,96342,,96342,,
INV-26389,,Vendor,22400,,25-Apr-24,,14288,,65092,,79380,,79380,,
INV-97292,,Vendor,39886,,15-Apr-24,,821,,3739,,4559,,4559,,
INV-47270,,Vendor,81531,,4-May-24,,11089,,50519,,61608,,61608,,
INV-68083,,Vendor,34196,,5-May-24,,1566,,7135,,8702,,8702,,
INV-20213,,Vendor,61384,,8-Apr-24,,5609,,25553,,31162,,31162,,
INV-13047,,Vendor,48648,,5-May-24,,7694,,35049,,42742,,42742,,
INV-91893,,Vendor,55156,,24-Apr-24,,16341,,74444,,90785,,90785,,
INV-54217,,Vendor,94939,,23-Apr-24,,11900,,54213,,66113,,66113,,
INV-15894,,Vendor,31868,,2-May-24,,3832,,17457,,21289,,21289,,
INV-21566,,Vendor,20049,,21-Apr-24,,3406,,15516,,18922,,18922,,
INV-29830,,Vendor,61941,,15-Apr-24,,7716,,35150,,42866,,42866,,
INV-62236,,Vendor,33989,,30-Apr-24,,6674,,30404,,37078,,37078,,
INV-36195,,Vendor,31122,,2-May-24,,16119,,73430,,89549,,89549,,
INV-33422,,Vendor,13004,,2-May-24,,2303,,10490,,12793,,12793,,
INV-36286,,Vendor,46007,,1-May-24,,16992,,77410,,94402,,94402,,
INV-85546,,Vendor,37437,,12-Apr-24,,2875,,13097,,15972,,15972,,
INV-53506,,Vendor,76524,,1-May-24,,13518,,61583,,75102,,75102,,
INV-42833,,Vendor,22654,,27-Apr-24,,13740,,62594,,76334,,76334,,
INV-51466,,Vendor,54898,,13-Apr-24,,10275,,46807,,57082,,57082,,
INV-99726,,Vendor,16558,,23-Apr-24,,16015,,72959,,88974,,88974,,
INV-41583,,Vendor,28271,,26-Apr-24,,16320,,74347,,90667,,90667,,
INV-10021,,Vendor,31553,,11-Apr-24,,17742,,80826,,98568,,98568,,
INV-88672,,Vendor,33048,,17-Apr-24,,8245,,37561,,45806,,45806,,
INV-52855,,Vendor,13959,,2-May-24,,2475,,11274,,13749,,13749,,
INV-17005,,Vendor,41020,,11-Apr-24,,10228,,46592,,56820,,56820,,
INV-60472,,Vendor,71124,,26-Apr-24,,11334,,51632,,62966,,62966,,
INV-99418,,Vendor,45001,,29-Apr-24,,5561,,25333,,30894,,30894,,
INV-97521,,Vendor,47720,,9-Apr-24,,713,,3247,,3960,,3960,,
INV-96021,,Vendor,93309,,19-Apr-24,,12647,,57613,,70259,,70259,,
INV-22040,,Vendor,61201,,25-Apr-24,,16922,,77091,,94014,,94014,,
INV-56459,,Vendor,60469,,24-Apr-24,,7167,,32652,,39819,,39819,,
INV-67410,,Vendor,75099,,28-Apr-24,,13387,,60985,,74372,,74372,,
INV-41165,,Vendor,12917,,9-Apr-24,,5780,,26330,,32110,,32110,,
INV-49327,,Vendor,74262,,3-May-24,,3092,,14086,,17179,,17179,,
INV-53519,,Vendor,43761,,26-Apr-24,,6105,,27812,,33917,,33917,,
INV-23482,,Vendor,82921,,7-Apr-24,,3034,,13820,,16854,,16854,,
INV-64980,,Vendor,61126,,15-Apr-24,,17006,,77471,,94476,,94476,,
INV-37605,,Vendor,26756,,3-May-24,,8761,,39910,,48671,,48671,,
INV-82542,,Vendor,47771,,2-May-24,,11269,,51337,,62606,,62606,,
INV-21269,,Vendor,38804,,28-Apr-24,,17302,,78822,,96125,,96125,,
INV-28944,,Vendor,31742,,4-May-24,,15369,,70017,,85386,,85386,,
INV-53893,,Vendor,65774,,27-Apr-24,,384,,1747,,2131,,2131,,
INV-88863,,Vendor,27298,,12-Apr-24,,2611,,11896,,14508,,14508,,
INV-65461,,Vendor,33416,,7-Apr-24,,4027,,18344,,22371,,22371,,
INV-60113,,Vendor,82489,,27-Apr-24,,10320,,47013,,57333,,57333,,
INV-95057,,Vendor,66134,,27-Apr-24,,3285,,14967,,18252,,18252,,
INV-56395,,Vendor,19789,,15-Apr-24,,9969,,45414,,55383,,55383,,
INV-12170,,Vendor,29526,,19-Apr-24,,12313,,56094,,68408,,68408,,
INV-63525,,Vendor,86816,,27-Apr-24,,14018,,63861,,77880,,77880,,
INV-21323,,Vendor,54873,,3-May-24,,14448,,65818,,80266,,80266,,
INV-47983,,Vendor,63705,,9-Apr-24,,1141,,5199,,6340,,6340,,
INV-89942,,Vendor,67097,,18-Apr-24,,4887,,22261,,27148,,27148,,
INV-60844,,Vendor,81818,,27-Apr-24,,10637,,48458,,59095,,59095,,
INV-86567,,Vendor,31908,,30-Apr-24,,2188,,9968,,12156,,12156,,
INV-89565,,Vendor,97696,,18-Apr-24,,6138,,27962,,34100,,34100,,
INV-12714,,Vendor,54308,,29-Apr-24,,6876,,31325,,38201,,38201,,
INV-94567,,Vendor,95526,,26-Apr-24,,763,,3475,,4238,,4238,,
INV-83568,,Vendor,56896,,9-Apr-24,,8599,,39171,,47770,,47770,,
INV-58822,,Vendor,33124,,4-May-24,,959,,4367,,5326,,5326,,
INV-65575,,Vendor,94708,,8-Apr-24,,14415,,65667,,80082,,80082,,
INV-63339,,Vendor,86565,,20-Apr-24,,6117,,27864,,33981,,33981,,
INV-82067,,Vendor,82484,,1-May-24,,1563,,7121,,8684,,8684,,
INV-48883,,Vendor,94646,,14-Apr-24,,15212,,69300,,84513,,84513,,
INV-29546,,Vendor,81726,,5-May-24,,8219,,37441,,45660,,45660,,
INV-83519,,Vendor,49505,,25-Apr-24,,4232,,19281,,23513,,23513,,
INV-79090,,Vendor,73444,,8-Apr-24,,10169,,46327,,56496,,56496,,
INV-54006,,Vendor,88244,,17-Apr-24,,8798,,40079,,48877,,48877,,
INV-35491,,Vendor,94294,,15-Apr-24,,11634,,52999,,64633,,64633,,
INV-29435,,Vendor,86910,,12-Apr-24,,11345,,51681,,63026,,63026,,
INV-20725,,Vendor,24561,,22-Apr-24,,12314,,56098,,68413,,68413,,
INV-54145,,Vendor,43410,,27-Apr-24,,16434,,74866,,91300,,91300,,
INV-88989,,Vendor,36091,,6-May-24,,8947,,40758,,49705,,49705,,
INV-59868,,Vendor,27825,,27-Apr-24,,623,,2838,,3461,,3461,,
INV-10057,,Vendor,94424,,26-Apr-24,,4543,,20697,,25241,,25241,,
INV-90070,,Vendor,72159,,22-Apr-24,,6907,,31464,,38371,,38371,,
INV-66850,,Vendor,67792,,20-Apr-24,,9947,,45316,,55263,,55263,,
INV-45289,,Vendor,53964,,19-Apr-24,,2778,,12654,,15432,,15432,,
INV-92035,,Vendor,64347,,12-Apr-24,,12315,,56104,,68419,,68419,,
INV-83813,,Vendor,26464,,2-May-24,,8123,,37006,,45129,,45129,,
INV-69791,,Vendor,48772,,6-May-24,,100,,455,,555,,555,,
INV-62985,,Vendor,58975,,2-May-24,,10220,,46559,,56779,,56779,,
INV-29542,,Vendor,88937,,13-Apr-24,,2692,,12264,,14956,,14956,,
INV-13897,,Vendor,64402,,1-May-24,,13066,,59521,,72587,,72587,,
INV-31497,,Vendor,78817,,18-Apr-24,,9825,,44760,,54585,,54585,,
INV-48934,,Vendor,85062,,6-May-24,,5654,,25755,,31409,,31409,,
INV-17879,,Vendor,21189,,21-Apr-24,,9638,,43908,,53546,,53546,,
INV-66918,,Vendor,90868,,10-Apr-24,,9098,,41444,,50542,,50542,,
INV-88673,,Vendor,47643,,14-Apr-24,,16356,,74509,,90865,,90865,,
INV-64166,,Vendor,31961,,16-Apr-24,,5296,,24128,,29424,,29424,,
INV-90612,,Vendor,36897,,16-Apr-24,,8979,,40903,,49882,,49882,,
INV-95220,,Vendor,71827,,22-Apr-24,,15706,,71550,,87256,,87256,,
INV-42889,,Vendor,33243,,11-Apr-24,,10134,,46165,,56299,,56299,,
INV-23483,,Vendor,64163,,19-Apr-24,,12880,,58674,,71553,,71553,,
INV-20704,,Vendor,84808,,2-May-24,,3529,,16075,,19604,,19604,,
INV-62482,,Vendor,21246,,1-May-24,,3258,,14842,,18099,,18099,,
INV-39004,,Vendor,89270,,16-Apr-24,,10685,,48675,,59360,,59360,,
INV-61590,,Vendor,91614,,21-Apr-24,,4975,,22665,,27640,,27640,,
INV-17205,,Vendor,28767,,1-May-24,,2085,,9500,,11586,,11586,,
INV-53117,,Vendor,79530,,15-Apr-24,,1806,,8228,,10034,,10034,,
INV-18933,,Vendor,29355,,16-Apr-24,,16217,,73875,,90092,,90092,,
INV-63116,,Vendor,56923,,25-Apr-24,,1208,,5501,,6709,,6709,,
INV-36379,,Vendor,54264,,15-Apr-24,,8611,,39227,,47838,,47838,,
INV-55260,,Vendor,17837,,16-Apr-24,,6786,,30915,,37701,,37701,,
INV-21439,,Vendor,43213,,12-Apr-24,,8161,,37178,,45339,,45339,,
INV-11283,,Vendor,15682,,13-Apr-24,,3984,,18151,,22136,,22136,,
INV-73555,,Vendor,48381,,22-Apr-24,,14933,,68028,,82960,,82960,,
INV-20298,,Vendor,38632,,16-Apr-24,,90,,408,,498,,498,,
INV-16702,,Vendor,83614,,5-May-24,,8795,,40064,,48859,,48859,,
INV-82707,,Vendor,51102,,4-May-24,,16504,,75187,,91691,,91691,,
INV-42813,,Vendor,71837,,17-Apr-24,,13464,,61337,,74801,,74801,,
INV-72571,,Vendor,13801,,29-Apr-24,,3134,,14279,,17414,,17414,,
INV-76325,,Vendor,46959,,24-Apr-24,,16633,,75773,,92406,,92406,,
INV-50879,,Vendor,29347,,7-Apr-24,,4298,,19579,,23877,,23877,,
INV-85792,,Vendor,81897,,30-Apr-24,,9477,,43171,,52648,,52648,,
INV-39226,,Vendor,99999,,21-Apr-24,,5838,,26595,,32433,,32433,,
INV-59270,,Vendor,56693,,7-Apr-24,,3954,,18012,,21966,,21966,,
INV-26837,,Vendor,69553,,30-Apr-24,,11759,,53567,,65325,,65325,,
INV-15770,,Vendor,76435,,12-Apr-24,,16168,,73653,,89821,,89821,,
INV-28029,,Vendor,83667,,12-Apr-24,,15366,,70002,,85369,,85369,,
INV-35965,,Vendor,32431,,24-Apr-24,,6034,,27489,,33523,,33523,,
INV-90029,,Vendor,75946,,18-Apr-24,,6463,,29444,,35908,,35908,,
INV-97226,,Vendor,57053,,30-Apr-24,,2622,,11946,,14568,,14568,,
INV-57652,,Vendor,12764,,24-Apr-24,,12691,,57814,,70505,,70505,,
INV-29554,,Vendor,34342,,24-Apr-24,,9331,,42509,,51840,,51840,,
INV-92990,,Vendor,23719,,29-Apr-24,,4229,,19266,,23495,,23495,,
INV-22139,,Vendor,12311,,24-Apr-24,,7514,,34233,,41747,,41747,,
INV-57696,,Vendor,26312,,18-Apr-24,,14118,,64317,,78435,,78435,,
INV-82812,,Vendor,27562,,5-May-24,,4099,,18674,,22773,,22773,,
INV-83990,,Vendor,71992,,26-Apr-24,,1383,,6302,,7685,,7685,,
INV-91387,,Vendor,88567,,29-Apr-24,,6453,,29395,,35848,,35848,,
INV-89135,,Vendor,96855,,27-Apr-24,,5807,,26456,,32263,,32263,,
INV-96318,,Vendor,48272,,7-Apr-24,,6281,,28612,,34893,,34893,,
INV-17352,,Vendor,18395,,1-May-24,,20,,92,,112,,112,,
INV-44777,,Vendor,81341,,3-May-24,,14769,,67279,,82048,,82048,,
INV-39882,,Vendor,64519,,26-Apr-24,,4557,,20759,,25315,,25315,,
INV-54813,,Vendor,53877,,11-Apr-24,,2692,,12263,,14955,,14955,,
INV-27273,,Vendor,22938,,17-Apr-24,,9966,,45400,,55366,,55366,,
INV-42852,,Vendor,70433,,29-Apr-24,,5722,,26068,,31790,,31790,,
INV-31812,,Vendor,92318,,12-Apr-24,,17142,,78089,,95231,,95231,,
INV-41771,,Vendor,70910,,24-Apr-24,,14837,,67593,,82430,,82430,,
INV-13154,,Vendor,55644,,21-Apr-24,,5155,,23483,,28638,,28638,,
INV-14533,,Vendor,69839,,4-May-24,,15554,,70857,,86411,,86411,,
INV-60590,,Vendor,75446,,5-May-24,,11092,,50530,,61622,,61622,,
INV-90767,,Vendor,80934,,3-May-24,,11665,,53140,,64804,,64804,,
INV-48267,,Vendor,90492,,21-Apr-24,,16999,,77438,,94437,,94437,,
INV-63690,,Vendor,52019,,20-Apr-24,,2868,,13068,,15936,,15936,,
INV-89301,,Vendor,67802,,20-Apr-24,,1714,,7807,,9521,,9521,,
INV-62764,,Vendor,94524,,12-Apr-24,,8416,,38341,,46758,,46758,,
INV-95315,,Vendor,65374,,23-Apr-24,,1634,,7444,,9078,,9078,,
INV-74572,,Vendor,62982,,17-Apr-24,,13327,,60712,,74039,,74039,,
INV-89919,,Vendor,44507,,19-Apr-24,,12125,,55236,,67362,,67362,,
INV-18603,,Vendor,68398,,7-Apr-24,,11410,,51979,,63390,,63390,,
INV-17188,,Vendor,25857,,24-Apr-24,,14383,,65521,,79903,,79903,,
INV-41402,,Vendor,76564,,23-Apr-24,,13321,,60686,,74008,,74008,,
INV-23602,,Vendor,77504,,6-May-24,,7994,,36419,,44413,,44413,,
INV-43030,,Vendor,23382,,25-Apr-24,,13922,,63421,,77343,,77343,,
INV-59230,,Vendor,53951,,7-Apr-24,,17316,,78885,,96201,,96201,,
INV-58383,,Vendor,58576,,8-Apr-24,,7073,,32223,,39296,,39296,,
INV-56112,,Vendor,33508,,23-Apr-24,,15189,,69192,,84381,,84381,,
INV-22915,,Vendor,22384,,9-Apr-24,,2450,,11163,,13614,,13614,,
INV-45803,,Vendor,54695,,2-May-24,,15768,,71833,,87601,,87601,,
INV-52603,,Vendor,98738,,23-Apr-24,,69,,312,,381,,381,,
INV-64194,,Vendor,37146,,15-Apr-24,,1092,,4976,,6069,,6069,,
INV-97925,,Vendor,32203,,2-May-24,,5953,,27117,,33070,,33070,,
INV-37358,,Vendor,64175,,5-May-24,,2112,,9619,,11731,,11731,,
INV-19287,,Vendor,90450,,21-Apr-24,,13461,,61324,,74785,,74785,,
INV-78130,,Vendor,82937,,1-May-24,,6095,,27767,,33862,,33862,,
INV-43377,,Vendor,23453,,22-Apr-24,,6072,,27661,,33733,,33733,,
INV-25890,,Vendor,24204,,12-Apr-24,,11131,,50706,,61836,,61836,,
INV-62708,,Vendor,69151,,15-Apr-24,,9482,,43196,,52679,,52679,,
INV-31516,,Vendor,57353,,29-Apr-24,,16500,,75167,,91667,,91667,,
INV-74935,,Vendor,82759,,6-May-24,,14011,,63828,,77839,,77839,,
INV-21810,,Vendor,57724,,1-May-24,,329,,1500,,1829,,1829,,
INV-90107,,Vendor,77587,,25-Apr-24,,2111,,9619,,11730,,11730,,
INV-50895,,Vendor,84299,,22-Apr-24,,4189,,19084,,23273,,23273,,
INV-45580,,Vendor,59759,,12-Apr-24,,3638,,16574,,20212,,20212,,
INV-33965,,Vendor,58551,,13-Apr-24,,15192,,69210,,84402,,84402,,
INV-75199,,Vendor,59865,,3-May-24,,13943,,63520,,77463,,77463,,
INV-82283,,Vendor,86873,,30-Apr-24,,850,,3874,,4724,,4724,,
INV-67663,,Vendor,75088,,16-Apr-24,,2630,,11980,,14609,,14609,,
INV-47856,,Vendor,56878,,15-Apr-24,,13725,,62523,,76247,,76247,,
INV-92011,,Vendor,79669,,16-Apr-24,,17879,,81447,,99326,,99326,,
INV-20290,,Vendor,42585,,30-Apr-24,,2864,,13048,,15912,,15912,,
INV-81768,,Vendor,14325,,30-Apr-24,,2969,,13525,,16493,,16493,,
INV-54590,,Vendor,29511,,4-May-24,,17911,,81593,,99503,,99503,,
INV-86429,,Vendor,64969,,22-Apr-24,,1039,,4735,,5775,,5775,,
INV-54715,,Vendor,57229,,13-Apr-24,,2175,,9910,,12085,,12085,,
INV-17084,,Vendor,75747,,20-Apr-24,,323,,1473,,1796,,1796,,
INV-50784,,Vendor,26059,,20-Apr-24,,7496,,34149,,41645,,41645,,
INV-73227,,Vendor,88272,,6-May-24,,17784,,81016,,98800,,98800,,
INV-73092,,Vendor,58501,,29-Apr-24,,8179,,37260,,45439,,45439,,
INV-56355,,Vendor,78598,,13-Apr-24,,16204,,73819,,90024,,90024,,
INV-73794,,Vendor,44592,,20-Apr-24,,7168,,32654,,39822,,39822,,
INV-48290,,Vendor,78517,,13-Apr-24,,5947,,27090,,33037,,33037,,
INV-15952,,Vendor,47502,,13-Apr-24,,8753,,39874,,48626,,48626,,
INV-77451,,Vendor,80104,,2-May-24,,11595,,52820,,64415,,64415,,
INV-24982,,Vendor,64595,,3-May-24,,16169,,73659,,89828,,89828,,
INV-20845,,Vendor,11690,,1-May-24,,17532,,79870,,97403,,97403,,
